business_id,text,restaurant
sKIAHIGW0viQGFAMGgQ3Rg,"I've been on a poke fix lately, so when my coworkers told us a shop close to work started serving it, I jumped at the chance to join them.   Like most shops on Queen East, the shop is small. A very mom and pop, family feel. We went during <occasion>lunch</occasion>, and it was quiet for a Friday afternoon.  I got the <dish>butterfish poke bowl</dish>. It came with butterfish, cucumber, rice and taro chips. The ingredients were fresh, but the toppings lacked.  For the price I would have paid at other shops, the portion size was small, and the \included\"" options were very limited. You could get more toppings, but I have a hard time paying close to $15 for lunch and leaving hungry.   Probably won't come here for poke again, but their sushi menu did look decent.""",1
HwHXLMm9UF0XunRETPBklQ,"Loved my experience at Black Sheep.  It was my first visit and Stephanie really cared about my lifestyle and need for low maintenance, but stylish, hair care.  Thank you, Stephanie! I must also mention that I admire the environmental commitment of Black Sheep.  Ask about what they do with salon waste!  Kudos!",0
xsRufP3c3AQv_FUdMN1hGA,"It was my first time there, but they were polite, honest, forthcoming, and very knowledgeable about what I was searching for. Even though what I needed was out of stock, they went out of their way to show me exactly what the price would be from start to finish and were able to give the same online discount I had hoped for. Everything was very straight-forward and an easy ordering process step-by-step. If not for having to wait a week, I would have given 5 stars here.  They were able to order what wasn't in stock, told me exactly when it would be available, and called me the day it arrived to let me know. I've been to the range a few times with what I bought and it's been perfect for me ever since.  I was impressed with their courtesy and professionalism, and even though I sometimes shop with others, they are good people and I would gladly buy from their store again.",0
jgL2zzUVE7QJLVFXzmh6FQ,"I have been looking for a groomer that both my and I trust completely. Tammy is that groomer. My dog is old with failing eyesight, this causes him to be fearful at times especially in new situations. Tammy worked as a vet tech for many years prior to grooming and her kind nonthreatening manner put my boy at ease right away. She got him done quickly and called before he was finished, so I could be there to pick him up as soon as he was done, avoiding crate time. We will be using Tammy for all our grooming needs from now on!",0
f0X3jm4H4pfBT_eZeneqoQ,"I am visiting the area to see a friend and have been going to this Walgreens to pick up little things since it is close by. I'm so surprised with how the staff treats me, I feel like I'm back home. I don't know any names but the man that stands at the door with spiky hair and the woman that was working the cosmetic counter with dark hair were so nice. It actually makes me pick going there over Target which is right next to it for the little things I need. Always enjoy being treated nicely and a good atmosphere, good job on the hiring Walgreens!",0
8KICEzPzQIApPxlzX06OLA,"So I went in for my appointment... this was my final one and if the salon messed this one up, I wasn't coming back, gift certificate or no gift certificate.   I was greeted immediately  and offered champagne or a mimosa, then taken to a back room to relax. My masseuse was excellent, she was young, knew what she was doing and we had a great conversation throughout the massage session. Then came my facial and she was also awesome. She explained what she wanted to do, asked my concerns and went straight to work. My face still feels great!   At check out, I did tip and was offered 2 $15 off coupons to come back. I may consider it, but we'll see! They did redeem themselves after my 2 horrible first experiences.",0
9ZTU1RvvTj-n1PKII0y7cg,"I have to say I am very disappointed with my recent purchases at Chalmers. I bought two custom wedding bands. After my proposal, we took one of the rings back to have it re-sized. I was surprised to find that they hadn't recorded any information about my purchase other than a first name and what they charged my card. They didn't record my address, my full name or telephone number in their system. I had to prove it was me that purchased the rings. I expect this kind of service at a mall store. When I picked up the ring after it was re-sized; the design of the ring was completely altered. Again, at a high end store that advertises themselves as being the custom jewelry store, I expected that the designer would remember what the ring looked like before the re-sizing. It took several unsuccessful attempts to correct the ring. We are both very unhappy and stuck with rings we do not like. This is very sad when I paid almost $4000 for two custom designed rings and received less than mall jewelry store service and attention. I have purchased from other high end stores in Madison. Chalmer's is clearly behind on customer service and commitment to their customer's.",0
_QKiaaIojhi3359x6EC9dw,"I am a british citizen. And I allowed my UK passport to elapse for over 30 years with 2 name changes... from 2 separate marriages.  I was refused 2wice while doing this alone, not to mention the costs of filing fees and such.  I came across this law firm quite per chance, and BONNIE who scooped me up started an incredible journey with me which got me a passport secured and in time but beyond this, showed me a level of professionalism, skills set, emotional abilities to calm me down, during times when I was too tired to have to resubmit yet another form, or marriage decree/divorce decree.... w/out her I would never have done this. Truly!  She even sent away for my b/certificate so that I did not have to make that extra step.   She provided me with emotional guidance, and allowed this process to be far easier by taking on way more than her fair share. She never made me feel incompentent (while I am, completely so from head to toe), she allowed me to believe in a process that had become quite impossible to love, and she made it all seems quite seamless. I have no words to describe and tell all of you out there seeking for any immigration help, how lovely, amazing, effective and powerful this Bonnie is.  Rada I have to say was the one who took my call (many months ago) and suggested that I work with Bonnie.  Rada, too, showed me in the first instance, that she too, had kindness and patience... and above all, they all seem to love what they and are GOOD at it.  THAT is what makes this special!  In short, Bonnie will make the impossible happen, she is funny, will call you back, will find the documents you need, will involve herself in ways allowing the client to not take this all on and will give you the confidence to have you see that the yield will always be successful, given her power house ways and extraordinary commitment to her clients.  Well done Bonnie - to whomever hired her, take care of her. I am in my 50's and have been in the professional arena for years now. I once was an immigration paralegal here in the States... I have never worked or met anyone who has that degree of empathy, understanding, kindness and skills set that will leave anyone working with her, breathless with joy and so grateful to have met her.  She restores faith for those who have lost faith in humanity. She is ONE special magical piece to the Immigroup.  THANK YOU BONNIE!!!  I hope you are well cared for.  People like you do not come around too often. I will forever be grateful to you.  You truly inspired me to be a believer and to remain committed to a process, no matter how daunting it seems.  TAKE CARE!",0
I-5qHCVwT7k_KH67-YOx3A,"Absolutely loved the <dish>sweet corn tamale cakes</dish>, great flavored. For dinner I had the <dish>crab cakes</dish> and <dish>Caesar Salad</dish>, perfect combination. And for desert, I took home a piece of <dish>banana cream cheesecake</dish>, I definitely will be returning, and I can't wait to have the <dish>sweet corn tamale cakes</dish> again!  Unfortunately I had to deduct a star cuz the hosts up front were very rude to us the the other customers waiting also. I actually felt horrible for an older lady trying to find out how much longer she had to wait. The hostess said there are other places around here if you have a problem waiting for good food.",1
pgK0mBQLth1C3DubvmWH3w,Three stars is pretty good for me. I highly recommend this place. Best <dish>buffalo chicken wrap</dish> in PGH so far (been a lot of places but I haven't tried everywhere obviously)  <dish>chicken pesto</dish> is fantastic. And hands down best ranch in PGH. For two out of three of those reasons I keep going back.  I occasionally drink there but not often because their food is fairly priced however their drinks are closer to the overpriced side.,1
YuiM5VKscO8rS1EX7f19_g,"(4.5 stars) I was a little skeptical of the high reviews, but I can now say they are spot on. In fact, I had such an exceptional meal that I ended up eating at the bar the next night. Thus, I got to end up trying 20+ items. I knew I would like this place right off the bat when they had <dish>Dogfish Head 90 minute IPA</dish> along with great bar snacks. As others mention, you cant miss the <dish>tuns tacos</dish>, <dish>onion soup</dish>, <dish>ravioli</dish>, <dish>skirt steak</dish>, etc. One dish not mentioned yet that I loved was the <dish>scallops</dish> (never had a better cooked scallop). For such an ambitious menu, I was surprised how well executed everything was. Sure, some dishes were simple and straightforward, but others went way beyond what you would typically find in the small plate/tapas concept. Service was great with the exception of the pacing of the food, but between the extensive menu, two major conventions in town and the restaurant being a few weeks old, it is understandable. I would certainly put this on the short list of places in Las Vegas.",1
5ITCEqgkS2yX5-0sW0P0rw,"The <dish>steak</dish>!!!   I went there at 4pm while on a business trip. It is hard to find quality and delicious halal meat when out of town.  The <dish>steak</dish> was huge, perfectly cooked (they asked for your preference) and delicious. It came with a big <dish>salad</dish>, lots of <dish>hummus</dish> and <dish>fries</dish>.  The restaurant in itself is quite boring, no decor. Nice staff, welcoming and flexible.",1
UrhPr4uPoqKrYVANaroqgg,"What can I say, its <restaurant>Taco Bell</restaurant>. Its fast & its cheap. Friendly staff, great preperation & product & super close to the Casa ;) Get some!",1
1d3nPqv_WhZMsNOB22EawA,"I have to say it like it is.  If I happen to be in the area - and I usually am not - then <restaurant>Wendy's</restaurant> is probably not my first choice, even if I am looking for something fast.  Bojangles or Chick-Fil-A will probably get the nod, and maybe even Jack-in-the-Box.  If I want something better, there are half a dozen other places.  But if I happen to end up at <restaurant>Wendy's</restaurant>, this is not a bad location.  It can be something of a challenge to get into simply because of where it is.  You can really only access it if you are headed down Sharon Amity, and that is the only way you can exit as well.  If you are going in the other direction, or on Randolph at all, you are pretty much out of luck.  That can make things challenging, and somewhat defeats the purpose of fast food, right?  In any case, assume you do get in (and by extension, that you can then get out again), the place is actually fairly clean and the staff is pretty friendly.  It is a bit dated, but the menu is typical for what you would find in a <restaurant>Wendy's</restaurant>.  Nothing special there.  It is not the new style of building, but it works well enough in a pinch.",1
QSfFgtcIrFHMs3_TVXjCLA,"If I could give a zero star rating I would.  Easily the worst experience ever.  12/24 I showed up 20 min late for my catering order, figuring all would be  ready.  There was exactly one other customer in the restaurant besides myself.  Guy at the carving counter (bald, glasses) asked me my name and that was the last I saw of him for the next 30 minutes.  No explanations, no nothing.  In short succession, the other 3 employees also disappeared in the backroom, leaving nobody in the front of the restaurant and giving me no clue what the hell was going on.  Finally after 30 minutes waiting I asked what the problem was and I was told that *I* called and changed the pickup time on my catering order.  Um, no I didn't and nobody knew I was getting it where I was delivering it, so nobody called on my behalf either.  The \supervisor\"" (African American, light skinned, black shirt/heavily stained, no name tag) makes a huge show of walking up to the table I was sitting at, looking in the catering box at the sheet for it (my order) and yelling to one of the workers across the restaurant \""YEP! 1pm!\"" and walks away, completely ignoring me.  Finally 45 min later I got my food.  The portion for catering is a joke. I called <restaurant>Boston Market</restaurant> corporate: for 5 people the <dish>turkey</dish> you get is 1lb8 oz.  24 ounces for five people. So, roughly five ounces per person.  After 40 minutes, I got 7 pieces of <dish>turkey</dish>, weighing exactly what was expected. The slices were thicker than my pinky nail and I'm sure a blind man did the carving.  Thanks to this, two people I paid for couldn't even eat.  My mistake for not realizing <restaurant>Boston Market</restaurant> was going to screw me on this to the tune of 60 bucks.  The <dish>Mac/Cheese</dish> was sour.  Not just someone made it wrong. This tasted like someone squeezed a lemon in it; completely inedible.  Considering the utter contempt I was treated with, it's not hard for me to imagine at all that somebody did exactly that to my food.  The <dish>mashed</dish> was, well, it's mashed from a box.  You can't screw those up because the bar is so low to begin with.  ALL the <dish>muffins</dish> were stale.  Every one of them was rock hard.    If this place were my only choice on earth or dogfood, I'd eat dog food.    NO way in the world I'd ever go back between the utter customer mistreat and the lousy food.  If I were the actual manager of this place, I'd have handed out pink slips for Christmas.  I'd have been totally forgiving if the place were packed but it wasn't for any of the 40 minutes they got their jollies off by making me sit and wait when they're the ones that got the time wrong to begin with.  I have a complaint lodged with Boston corporate I'm waiting for them to call me back on, and I'll keep calling until I get this resolved.  If you want your holiday catering order screwed up, this is the place to go.  If you want decent food, ready for you when you asked for it - go anywhere else but here.""",1
VxnZy3cU-ItbYiDK5XDX8g,"Surprised this place has so little reviews and with such a bad rating o_o My wife and I come here as often as we can, but it is a little far away from our house.  We used to go to the Mississauga location quite often before this one opened so we're happy this is at least closer to us.  Food quality is very good and their <dish>水煮鱼</dish> is one of the best you can find in town. It's considered a more pricey chinese restaurant, but it's worth it in my opinion since you can really taste the difference with most of their dishes.   I have not their their noodles or anything.. but all of their actual dinner items have always been good imo.",1
JpU4vB4twBCe73VN-S7ARA,"Friendly staff, professional service. I've been coming to this pharmacy for about 2 years now.",0
_T0c2ASP6N8zUIEKV-k6mg,"Besides the fact that this place is cheap and does a decent job, there are not a lot of pros here. I called in on my way home from work and asked if there was a wait if I went in right away. The lady on the phone responded, \No! Come in right away!\"". I went in and there were no technicians available, so I waited for 20 minutes for someone to take me. The lady who started doing my nails got up at least 5 times to ring people out, answer the phone, order food on the phone, and wrote the schedule for the following week (mind you, this took 10 minutes). So she would basically just keep getting up to do tasks and leave me with half-filed nails. Anyway, it took about an hour longer than it should have and I will not ever be going back. The price is reflective of the service, I guess.""",0
vFKgBQNQlHV9W_hhAtANeA,"Every other store in this shopping center would get a 4 or 5 star. The one that lowered it to 3 stars is <restaurant>McDonald's</restaurant>. I had really bad experience from them. They lied about the free coffee thing a long time ago to limit to 1 person in a group instead of each person in a group. At 6 pm or later, there are few customers and it still takes forever to receive my order. Monopoly event where I wanted 2 game pieces from a <dish>big mac</dish>, they put the <dish>big mac</dish> in a box that doesn't give game pieces. <dish>Iced coffees</dish> were not filled up to the top, they leave a whole inch of space open. Large <dish>fries</dish> were also not filled up to the top sometime, they would give half full almost like they were medium fries. I asked for a water and they charged me for it for a bottle water one time at a drive thru. Ketchup cups are almost never available. Overall, their service is not that good.",1
dlHAWjPnD4ceE4ArpdqkUA,"I would give a 0 if I could ! Do not go here if you have high expectations ( as you should),in a healthcare provider!!!! The lack of communication between the Dr.s, nurse practitioner & front office staff is mind blowing. I had to constantly follow up on my labs and request a call back. I had labs done weeks ago and barely heard from their office yesterday. Only for them to refer me to urgent care.",0
c3gYZ3SkTwlS8XpMvsjhxg,This is a small and intimate casino at Lake Las Vegas.  It seemed virtually deserted every time I visited.  If your looking for a nice clean environment where you don't have to deal with crowds this might be the spot for you.  Most people will probably enjoy the faster paced gaming experiences available around the strip.,0
o2kqkhDvwiqdJ04M_UQriQ,Save your money and time. Promised the moon and tried to up sale me at every opportunity. They decided to give more extra time for free. This is because their system does not work in 15 mins. Not even close to what was promised.  Staff with friendly but very high pressure sales,0
gnbUouJ5uf6UybZme7TTWg,"This place is Charlotte's best kept secret. Johnny and his staff are amazing!!! My fiancé and I have been taking our cars here for years. You won't find a more honest, talented mechanic at such a reasonable price. I wouldn't trust my car with anyone else. Thanks for all your hard work!",0
MUBccCudCuBveYb-eY-5FA,Very Nice customer service and extensive equipment. Classes are spread out throughout the day too. They said there will be open lane for us to use even during swim classes.,0
CuR4Xxu_aHrYD0IGGRdm5Q,"At first when h friends wanted to go to this restaurant I was skeptical. judging by the name is seemed like another over hyped, over priced, new yuppy hang out in downtown Toronto. However, after much insistence I went to the restaurant and have to say that I was pleasantly surprised.   This eating establishment is located in Toronto, surprisingly enough just South of a street named named Temperance. Which, I have to admit, is clever.  The service was very good. The servers were polite, helpful and good. They had a good list of mixed drinks. My only thing to pick on here is the fact that their beer list sucks. I mean if you want to be a serious establishment and have a bunch of beers on tap, why would you just have mass marketed beers. Is it really that hard to have some local beers? Maybe a Mill Street, or a Duggans?  The main reason why I give the restaurant a high rating is the food. They had <dish>CEVICHE</dish>!!!! I was totally excited when I saw this! <dish>Ceviche</dish> is a dish made from fresh raw fish marinated in citrus juices such as lemon or lime and spiced with chilli peppers. The citrus denatures the fish so it practically tastes cooked if done correctly. Here they served it with mangos, and it was done superbly. I really like it. They also had <dish>fish tacos</dish>, which beyond sounding like a metaphor were done really well. The <dish>tacos</dish> were BIG, and they were filled nicely, and plated well. Just by the plating of the food here, you can tell they really put some love into the food that they serve. This is a trait which definitely brings me back to restaurants, and makes me like them.",1
vF-Q0OcabOsjrJHA3XCCug,"It was about 5 AM and I wanted some <occasion>breakfast</occasion> and <restaurant>Tim Horton's</restaurant> was 5 feet from my hotel. They didn't have the <dish>turkey sausage wrap</dish> I wanted so I got an egg white, <dish>turkey sausage sandwich</dish>, which really hit the spot. For a quick bite for <occasion>breakfast</occasion>, it was pretty good!",1
EhYPSOdJ1xixc1-vTy2oxA,"Nice physical facility, but this place has massive staffing issues since changing management a couple years ago. Turnover is extremely high for ages 2 and up, although it is somewhat stable for the infants and 1's.  This last time I noticed new teachers in our child's room. When I asked about it I was told there were there as part of certificate training in early childhood education. I showed up today and the teacher our daughter loved (who was exceptional good) was gone with nothing but a goodbye card. Clearly they knew she was leaving and told her not to tell us, which we know has happened in the past.  They also run on razor thin staffing margins so every now and then when someone leaves or is sick the room counts are over the legal limit. It's been better lately, but it comes and goes in streaks.  If you want consistency or experience, go somewhere else. Good teachers don't last here long. Especially since they never get raises and frequently don't even get their lunch breaks. We've complained to management (especially when they didn't have the legally-required adult supervision in rooms) and while they call back, they don't actually change anything about how they operate.  This isn't just us, I've met very few satisfied parents. Most of the kids that started with our child have moved to other schools.",0
0_b7sBxmphrCwmKTJY1ekQ,I'm glad I found Javier and his shop. Great free hand work! I have 3 tats and I love them! Can't wait to have Javier do more work......I got some blank skin and ideas!,0
2gfnl6GnCQhOnUsE5tNHdQ,"For some strange reason I keep giving this place a chance but this is the most frustrating place of business in Las Vegas and the location doesn't seem to matter. I \thought\"" I could get a couple pool related questions answered and buy products...wrong. Not sure how they are staying in business when they care so little about customer service. I'd rather shop at the pool supply place across the street.""",0
4dXINKRDfcRt-30R9WX-vg,"Now WINTER HOURS **2-6pm at Bruce Trent Park on Wednesdays.  There is a variety of stuff but I went because I wanted FRESH PRODUCE... my review does not reflect on the other vendors at the market, solely the one produce stand I found yesterday who had a red ORGANIC veggie sign.   First of all, there was ONE produce stand! ONE in the market...   Second - Despite the \organic\"" sign, the only organic produce is on one table at the front from ANOTHER FARM!!! WHAT? The organic rainbow chard I got, had a commercial looking tag on with a lable from a DISTRIBUTING COMPANY=Pacific in Salenas CA and the farm=La Bette...  I did not see this tag at the market because it was in a plastic bag already...   Side note: once in a very awesome Whole Foods type supermarket in Berkeley called Berkeley Bowl, I saw the worker unwrapping califlowers wrapped in Earthbound Farms plastic THEN STOCKING- because some like me, don't like to buy from commercial big farms unless we reasonably don't have other options. A better option being buying from a farmer who isn't organic but doesn't spray and have confidence in their farming and product!  Anyways- The other non-organic veggies, they don't spray, if they do, its all natural, they told me. They sell organic veggies from other farm(s?- farms with distributing companies!!!)... I wasn't clear on the facts of which veggies they actually grew or have knowledge of where exactly these veggies come from, they weren't too chatty NOR ENTHUSIASTIC ABOUT GIVING MUCH INFO, NO it wasn't crowded, maybe I was too inquisitive like a detective and scared them... but really, if I'm just there to buy whatever, I'll just go to Whole Foods! And they are more expensive or equal to WF prices!!! Really??? It's worth it if I am confident that it's FRESH, but I don't know... well, I am used to a real farmers market so this was NOT OK :(  Bottom line: If you can't talk to the farmers, get specifics on the products from the vendor, its not a farmers market!!! I'd recommend one of the Fresh 52 markets.  The feel is more of an OPEN AIR MARKET, like, a flea market of sorts, if you like that, then it'll be a good place maybe.""",0
D1BrHyiZON7u_ef-qt4_Uw,"We found this Japanese BBQ place on a whim when on our search for ramen in Vegas's Chinatown area & were pleasantly surprised. Not only was I able to order <dish>ramen</dish> at this little gem, but my husband was happy with the BBQ meat options as well. We got the <dish>yagyu special</dish>, which had multiple cuts of beef, <dish>ramen</dish>, <dish>cucumber kimchi</dish>, & <dish>edamame</dish>. The miso dipping sauce was the superior meat dipping sauce; though, the soy based sauce was pretty amazing as well. We would definitely come back to this place when visiting Vegas.",1
p9sxVs0JlOf1K_R08ylzbA,"Hands down best <dish>pizza</dish> in Pittsburgh, and the drinks are cheap. It's been a staple of the area for over 50 years. They must be doing something right!",1
ukRoBPJx5SWIEBwTmugc-w,"15-minute exercise is a fabulous place to get a dose of pampered hard work. Okay, that sounds like an oxymoron. Here's the gist of what this is all about. Work hard (weight machines, heavy loads, muscle failure in less than 90 seconds) under the watchful, caring, and supportive eye of head trainer Kirei, all done in 15 minutes.   Yes, indeed, so quick you don't work up a sweat. So hard your muscles vibrate for the rest of the day. The only 2 people in the studio are you and Kirei. I love that! Nobody else strutting around in skimpy spandex trying to look better than everyone else - as a matter of fact - there is no spandex here. You work out in your street clothes!  I use the 15-minute workout as the strength component to my triathlon training. It doesn't matter what your age or fitness level are. This workout is totally tailored to your individual needs and goals. Your results are only compared to your results. No one else matters when you are at 15-minute Exercise.",0
DuuhI-MbbxHbHFhS7NsrPg,I would think being in a small business your customer service would be better than a big box store; I was wrong! You guys beat out RC Willey and their horrible service by far! You win!!!  Good luck staying in business...,0
EXsmUB2mJyJsCpCV-56Ujw,"We called around a bunch of places and no one was able to help us. We called here, they were very nice and helpful. Also pointed us in the right direction for what we needed :)",0
afqLkoS5Q6UJmqETMF_vTg,"This is a great neighborhood hardware store. It's actually called Quincaillerie Delorimier, but it's affiliated with the Rona chain. I live a block away and have conducted extensive renovations over several years with the help of this place. Of course I try to buy as much materials as I can at Reno Depot or Home Depot. The big boxes are cheaper, but if I just need a small item I can save myself a time-consuming car trip by walking down to Rona.   They have a pretty complete selection of building supplies and tools, even if you are paying maybe 50% more than the big boxes.  They have a large staff of reasonably knowledgeable young guys who stand around waiting to answer your questions. This is a big plus when you are trying to solve some home repair problem.",0
Fb3WgwTzFz3N2ibKH_fn7w,"The biggest scammers ever, BEWARE, every post on here relates to what they did to us. Furniture held hostage, dozens of up charges, lazy employees. Police had to be called to stop their threats, demanding more money, only cash.",0
j0pppFcCeTnmBduZ30gGiA,Love it great value. The <dish>salads</dish> are really good. I like the various <dish>hot sauces</dish> available too.,1
LppJQQdIPMG1j5WbTNs8_w,"Thanks. The food is simple, fresh and tasty. And is creatively dominated by the <dish>bagel</dish> which their offerings profess as their ubiquitous, ever-present ingredient, in an amazing variety of choices. The <dish>coffee</dish> is self-service and starts with your choice of any available mug you fancy from those displayed from their very own niches along the wall. Once you choose one, you're off on your own to help yourself to pour your selection from the various brewing urns currently competing for your heart. And you can return for another cup at your pleasure! Finally the place is staffed with an attractive group of young waitresses who warm your heart with a smile and a distinctively warm politesse as they take your food order and shortly return with it, to warmly fulfill your pleasure. What more could you possibly ask for! You'll be so glad you came!!       those available",1
6o7MRTur-y2Hf1NS7Sw09Q,Indulge your inner Ukrainian at this place.  Try the sweet <dish>perogies</dish> filled with berries!,1
pzgZCt2KWtEztINB_1Xq8A,The service was the best and saved me money. I thought i needed a new tire they was about to spend $104 but there where able to patched it and plugged it. The cost $29 what a saving,0
yHVCSmiqyXagge2LPxjHXQ,"I understand they are under new ownership, but i haven't made the effort to go back to them, because they are not very honest.  i will have to give them another try and update my post if they are better guys.",0
zojFjgXYpax2vh8GUEW9pg,"Today, I fell in love with 75% off!  Bath and Body works has changed the looks of their bottles AGAIN.  So, we reap the benefits with old style bottles with perfectly good lotions, shower gels, body sprays @ 75% off!  That $9.50 lotion cost me a little over $2 today!  This is a \while supplies last\"" kind of sale.   Like most stores, they are very organized, with signs designed to help you find what you want.  I like that this one is divided into \""romantic scents\"", \""clean scents\"" \""flowery scents\""  I am sure I am not naming them correctly, but you get the idea, and it helps you find what you are looking for.  I am a \""food scent\"" kinda girl.  I like warm vanilla sugar and pumpkin, and cucumber melon.  That way I can avoid the flowery area which gives me a headache.  I have been using B&BW products for 20 years, and although they are known for discontinuing favorites, I keep coming back for the best scents in lotions you can't find anywhere else.""",0
drquCq18pgKu1lv1UzJJAQ,So excited this gem opened up so close to home. It's a perfect spot for a causal but delicious and fresh <occasion>dinner</occasion> on a random weeknight a romantic weekend date night.  The server greeted us with a bit of complementary prosecco- so welcoming! We had the <dish>sweetbreads</dish> and the <dish>chicken sambal</dish> to start and let me tell you- we will be back for more. For entrees we ordered the <dish>summer vegetables</dish> which is vegan and so full of flavor you'd never know it! We also had the <dish>halibut</dish> which was prepared perfectly. The <dish>brûlée bananas on shortbread</dish> finished our evening perfectly. Not to mention that everything was very affordable compared to other restaurants with the same quality food.,1
iDv99zgwiLqqaoXV6BLbDw,"Have been at this great establishment a number of times recently.  Amazing food, fast service by attentive staff, could not ask for a better dining experience.  David, the co-owner and his wife were great hosts, made us feel welcome.  Thank you. John Nicolson.",1
